mtx,m,n,nnz,N,time,gflops
0197_mk9-b1.mtx,384,36,756,8,0.007776,1.555543
0996_robot24c1_mat5_J.mtx,384,404,15118,8,0.029487,8.203099
0185_lpi_box1.mtx,256,261,651,8,0.010329,1.008417
0873_adder_dcop_69.mtx,1920,1813,11246,8,0.028503,6.312963
1387_ch7-6-b3.mtx,12672,4200,50400,8,0.009987,80.745680
0396_lp_brandy.mtx,256,303,2202,8,0.015247,2.310816
2383_crystk03.mtx,24704,24696,1751178,8,0.074962,373.772822
0017_n3c4-b1.mtx,128,6,30,8,0.007459,0.064348
0362_west0497.mtx,512,497,1727,8,0.009782,2.824720
2065_soc-sign-Slashdot081106.mtx,77440,77357,516575,8,0.044869,184.207655
0131_bfwb62.mtx,128,62,342,8,0.008715,0.627850
2198_mk13-b5.mtx,135168,270270,810810,8,0.037505,345.896012
0930_DK01R.mtx,1024,903,11766,8,0.008874,21.213607
1238_freeFlyingRobot_8.mtx,4480,4398,34958,8,0.072341,7.731823
1990_fxm3_16.mtx,41344,85575,392252,8,0.025460,246.501550
0114_ch4-4-b2.mtx,128,72,288,8,0.007997,0.576217
1837_man_5976.mtx,6016,5976,225046,8,0.017738,202.990660
1487_aa3.mtx,896,8627,70806,8,0.038131,29.710249
0074_d_ss.mtx,128,53,149,8,0.008141,0.292845
0925_extr1b.mtx,2944,2836,11404,8,0.008681,21.019648
1308_ex27.mtx,1024,974,40782,8,0.032129,20.309336
0563_lp_ship04s.mtx,512,1506,4400,8,0.011252,6.256434
2523_barrier2-2.mtx,113152,113076,3805068,8,0.144270,421.993392
2722_StocF-1465.mtx,1465216,1465137,21005389,8,0.798224,421.042562
0634_gre_1107.mtx,1152,1107,5664,8,0.008576,10.567559
1249_G66.mtx,9088,9000,36000,8,0.009087,63.388540
0541_young4c.mtx,896,841,4089,8,0.008196,7.982056
2449_rma10.mtx,46848,46835,2374001,8,0.100321,378.625288
1354_complex.mtx,1024,1408,46463,8,0.045569,16.313763
1604_lpi_gosh.mtx,3840,13455,99953,8,0.034764,46.003584
0023_Trec6.mtx,128,15,40,8,0.008151,0.078518
1197_lp_greenbeb.mtx,2432,5598,31070,8,0.025494,19.499135
1585_cond-mat.mtx,16768,16726,95188,8,0.016706,91.166639
2535_Hardesty2.mtx,929920,303645,4020731,8,0.264008,243.673106
0774_G33.mtx,2048,2000,8000,8,0.007832,16.342740
1159_bcsstk21.mtx,3712,3600,26600,8,0.008979,47.400459
2400_ch8-8-b4.mtx,376320,117600,1881600,8,0.100740,298.845497
1274_G7.mtx,896,800,38352,8,0.011907,51.537304
2031_cont-201.mtx,80640,80595,438795,8,0.026924,260.760040
0817_lp_stocfor2.mtx,2176,3045,9357,8,0.009062,16.520652
2572_Si34H36.mtx,97664,97569,5156379,8,0.207255,398.070120
0895_adder_dcop_21.mtx,1920,1813,11246,8,0.027267,6.599014
1273_lp_qap12.mtx,3200,8856,38304,8,0.008847,69.275845
0161_rw136.mtx,256,136,479,8,0.007982,0.960178
2194_m133-b3.mtx,200320,200200,800800,8,0.038950,328.954665
1207_dynamicSoaringProblem_3.mtx,2944,2871,32022,8,0.020562,24.918022
1403_ch7-9-b2.mtx,17664,1512,52920,8,0.011326,74.758222
1360_rajat06.mtx,11008,10922,46983,8,0.013928,53.973174
2659_bmw3_2.mtx,227456,227362,11288630,8,0.451574,399.974532
0209_robot.mtx,128,120,870,8,0.009059,1.536598
2455_vsp_msc10848_300sep_100in_1Kout.mtx,22016,21996,2442056,8,0.116605,335.088782
2382_pcrystk03.mtx,24704,24696,1751178,8,0.075006,373.556270
0225_CAG_mat72.mtx,128,72,1012,8,0.009149,1.769893
0271_rajat05.mtx,384,301,1384,8,0.009084,2.437718
1961_ncvxbqp1.mtx,50048,50000,349968,8,0.023285,240.473955
1277_G5.mtx,896,800,38352,8,0.012050,50.924967
0676_fpga_dcop_01.mtx,1280,1220,5892,8,0.011079,8.509213
0533_tub1000.mtx,1024,1000,3996,8,0.008014,7.978214
2233_NotreDame_www.mtx,325760,325729,929849,8,0.059876,248.472846
1470_bips07_2476.mtx,16896,16861,66498,8,0.012276,86.671932
0770_olm2000.mtx,2048,2000,7996,8,0.008142,15.713618
0470_ch7-9-b1.mtx,1536,63,3024,8,0.008014,6.037567
1482_dtoc.mtx,25088,24993,69972,8,0.012015,93.182690
0920_adder_dcop_50.mtx,1920,1813,11246,8,0.028520,6.309109
2032_TEM27623.mtx,27648,27623,439469,8,0.024527,286.680392
2004_nemeth10.mtx,9600,9506,401448,8,0.039580,162.283042
2447_c-big.mtx,345344,345241,2341011,8,0.106820,350.647383
2434_matrix_9.mtx,103552,103430,2121550,8,0.115372,294.219211
1771_sctap1-2r.mtx,28928,63426,186366,8,0.016863,176.831930
2282_bcsstk37.mtx,25600,25503,1140977,8,0.055090,331.377653
2127_bcsstk29.mtx,14080,13992,619488,8,0.036240,273.507292
1343_n3c6-b6.mtx,6528,5005,45045,8,0.010001,72.061392
2222_sc2010.mtx,182016,181908,893160,8,0.050808,281.265588
2685_patents.mtx,3774848,3774768,14970767,8,1.050415,228.035816
1817_kl02.mtx,128,36699,212536,8,0.046022,73.890355
2312_c-73b.mtx,169472,169422,1279274,8,0.070213,291.516608
2406_conf5_4-8x8-20.mtx,49152,49152,1916928,8,0.076651,400.134263
2679_3Dspectralwave2.mtx,292096,292008,14322744,8,0.515226,444.783366
0400_p0291.mtx,256,543,2283,8,0.011244,3.248749
2108_stat96v1.mtx,6016,197472,588798,8,0.068907,136.716427
0211_gre_216a.mtx,256,216,876,8,0.007820,1.792276
1610_lpl3.mtx,10880,33686,100525,8,0.035725,45.022026
1998_nemeth08.mtx,9600,9506,394816,8,0.039006,161.952540
1884_s2rmq4m1.mtx,5504,5489,281111,8,0.025956,173.283354
0712_D_6.mtx,1024,435,6491,8,0.008774,11.837287
0545_lp_nug07.mtx,640,931,4214,8,0.008592,7.847154
1085_primagaz.mtx,1664,10836,21665,8,0.010445,33.187095
2663_pwtk.mtx,217984,217918,11634424,8,0.498278,373.588098
1980_ecl32.mtx,52096,51993,380415,8,0.022983,264.827012
2293_bcsstk31.mtx,35712,35588,1181416,8,0.056918,332.102654
0321_oscil_dcop_06.mtx,512,430,1544,8,0.008754,2.822081
1015_n4c5-b8.mtx,1920,3635,17055,8,0.008538,31.960347
2049_vsp_c-60_data_cti_cs4.mtx,85888,85830,482160,8,0.176294,43.759625
1524_c-31.mtx,5376,5339,78571,8,0.039839,31.555582
0127_GD98_c.mtx,128,112,336,8,0.007921,0.678733
1191_LeGresley_4908.mtx,4992,4908,30482,8,0.010774,45.269311
1761_t2dah.mtx,11520,11445,176117,8,0.015262,184.632239
1183_rdb5000.mtx,5120,5000,29600,8,0.008796,53.841480
1788_torsion1.mtx,40064,40000,197608,8,0.018344,172.355507
1698_cca.mtx,49152,49152,139264,8,0.016899,131.851569
1072_sherman5.mtx,3328,3312,20793,8,0.009551,34.832413
2335_rgg_n_2_17_s0.mtx,131072,131072,1457506,8,0.061965,376.341331
0159_mycielskian6.mtx,128,47,472,8,0.009146,0.825735
0090_n4c5-b1.mtx,128,15,210,8,0.007799,0.430828
0435_Harvard500.mtx,512,500,2636,8,0.021079,2.000820
0923_ex32.mtx,1280,1159,11343,8,0.008816,20.585460
1836_lowThrust_13.mtx,18560,18476,224897,8,0.017175,209.510155
2080_c-58.mtx,37632,37595,552557,8,0.053296,165.882123
0202_rajat11.mtx,256,135,812,8,0.010329,1.257858
1635_vsp_data_and_seymourl.mtx,9216,9167,111732,8,0.025792,69.311967
1766_dictionary28.mtx,52736,52652,178076,8,0.017283,164.858320
2682_memchip.mtx,2707584,2707524,14810202,8,0.973918,243.309331
1286_jan99jac020sc.mtx,6784,6774,38692,8,0.014787,41.866122
2334_n4c6-b10.mtx,132480,186558,1456422,8,0.062142,374.990922
1441_crack.mtx,10240,10240,60760,8,0.010918,89.043646
1225_n4c5-b6.mtx,4736,4340,33145,8,0.009261,57.263448
2366_mo2010.mtx,343680,343565,1656568,8,0.087052,304.475206
0941_rdb2048_noL.mtx,2048,2048,12032,8,0.008138,23.655423
0266_bibd_15_3.mtx,128,455,1365,8,0.008758,2.493597
1776_nemswrld.mtx,7168,28550,192283,8,0.045216,68.040645
2410_conf6_0-8x8-20.mtx,49152,49152,1916928,8,0.076703,399.863164
2189_ma2010.mtx,157568,157508,776610,8,0.045948,270.429980
1589_as-22july06.mtx,23040,22963,96872,8,0.042650,36.341482
0508_bcsstm24.mtx,3584,3562,3562,8,0.007866,7.245728
0691_fs_760_3.mtx,768,760,5976,8,0.009243,10.344828
2186_dc1.mtx,116864,116835,766396,8,0.053011,231.317345
1954_onetone1.mtx,36096,36057,341088,8,0.022929,238.013097
2469_matrix-new_3.mtx,125440,125329,2678750,8,0.132887,322.530736
1480_ex3sta1.mtx,17536,17516,68779,8,0.011998,91.718785
0798_well1850.mtx,1920,712,8758,8,0.008530,16.427636
2451_TSOPF_FS_b162_c4.mtx,40832,40798,2398220,8,0.118309,324.333959
2121_lp_osa_30.mtx,4352,104374,604488,8,0.062156,155.604899
0645_fpga_dcop_08.mtx,1280,1220,5888,8,0.011011,8.555628
0404_celegansneural.mtx,384,297,2345,8,0.010020,3.744451
1688_cavity26.mtx,4608,4562,138187,8,0.014142,156.347373
2088_c-62ghs.mtx,41856,41731,559343,8,0.055293,161.855644
1474_flowmeter5.mtx,9728,9669,67391,8,0.011226,96.048652
0469_mk12-b1.mtx,1536,66,2970,8,0.007848,6.054922
2294_tn2010.mtx,240128,240116,1193966,8,0.066978,285.219249
1844_lhr10.mtx,10752,10672,232633,8,0.030469,122.162976
1359_crew1.mtx,256,6469,46950,8,0.042089,17.847911
0417_dw256A.mtx,512,512,2480,8,0.008152,4.867804
1924_rlfprim.mtx,58880,62716,320591,8,0.023084,222.207358
0371_ch5-5-b2.mtx,640,200,1800,8,0.008207,3.509278
1851_igbt3.mtx,11008,10938,234006,8,0.017521,213.693571
1198_lpi_greenbea.mtx,2432,5596,31074,8,0.025502,19.495968
1092_bcsstm10.mtx,1152,1086,22092,8,0.009997,35.358402
1644_psse2.mtx,28672,11028,115262,8,0.013419,137.431977
1392_cz5108.mtx,5120,5108,51412,8,0.010651,77.234160
0644_fpga_dcop_09.mtx,1280,1220,5888,8,0.010978,8.581414
1297_G25.mtx,2048,2000,39980,8,0.010661,60.004623
0339_oscil_dcop_35.mtx,512,430,1544,8,0.008645,2.857555
1943_Chevron1.mtx,37376,37365,330633,8,0.021007,251.822600
1332_fd15.mtx,11648,11532,44206,8,0.010078,70.182959
1888_vsp_sctap1-2b_and_seymourl.mtx,40192,40174,281662,8,0.043932,102.581229
0461_can_256.mtx,256,256,2916,8,0.013162,3.544711
0075_refine.mtx,128,62,153,8,0.009886,0.247628
2457_tsyl201.mtx,20736,20685,2454957,8,0.106312,369.470599
0718_can_715.mtx,768,715,6665,8,0.015076,7.073449
0016_lpi_itest6.mtx,128,17,29,8,0.008026,0.057811
1227_reorientation_4.mtx,2816,2717,33630,8,0.041989,12.814651
1419_c-33.mtx,6400,6317,56123,8,0.037780,23.768303
2022_wy2010.mtx,86272,86204,427586,8,0.037547,182.207044
2792_circuit5M.mtx,5558400,5558326,59524291,8,3.129931,304.284257
0261_M10PI_n1.mtx,640,528,1317,8,0.008352,2.522902
1616_cz10228.mtx,10240,10228,102876,8,0.012986,126.751089
1542_lhr04.mtx,4224,4101,82682,8,0.026958,49.072873
0519_mk9-b3.mtx,1024,1260,3780,8,0.007749,7.804693
1650_conf5_0-4x4-26.mtx,3072,3072,119808,8,0.021195,90.441336
2575_F2.mtx,71552,71505,5294285,8,0.198606,426.515717
1530_ex12.mtx,4096,3973,80211,8,0.011883,108.000937
1520_lp_stocfor3.mtx,16768,23541,76473,8,0.012408,98.614270
2126_TSOPF_RS_b162_c3.mtx,15488,15374,610299,8,0.055992,174.394761
1144_n3c6-b9.mtx,2560,4935,25110,8,0.008692,46.219431
2471_pct20stif.mtx,52352,52329,2698463,8,0.120114,359.452771
1485_bloweybq.mtx,10112,10001,69991,8,0.027369,40.917153
0892_adder_dcop_63.mtx,1920,1813,11246,8,0.028248,6.369773
2546_t3dh_e.mtx,79232,79171,4352105,8,0.165803,419.977334
0794_dwt_1005.mtx,1024,1005,8621,8,0.009119,15.126897
1617_shuttle_eddy.mtx,10496,10429,103599,8,0.012970,127.802492
2688_TSOPF_RS_b2383.mtx,38144,38120,16171169,8,0.629255,411.182506
0305_oscil_dcop_42.mtx,512,430,1544,8,0.008713,2.835452
1154_n4c5-b5.mtx,4352,2852,26040,8,0.008789,47.403546
0742_lp_sctap2.mtx,1152,2500,7334,8,0.009718,12.075211
1540_176bit.mtx,7552,7431,82270,8,0.011342,116.052058
0493_bp_0.mtx,896,822,3276,8,0.025845,2.028076
0510_bcsstm21.mtx,3712,3600,3600,8,0.008153,7.064586
1181_msc01050.mtx,1152,1050,29156,8,0.015131,30.830855
0486_G13.mtx,896,800,3200,8,0.007920,6.464516
0279_rajat14.mtx,256,180,1503,8,0.018131,1.326330
1371_ww_vref_6405.mtx,13312,13251,48737,8,0.012190,63.967377
2360_dblp-2010.mtx,326272,326186,1615400,8,0.087343,295.916954
0994_Erdos992.mtx,6144,6100,15030,8,0.013335,18.033995
2084_Trefethen_20000.mtx,20096,20000,554466,8,0.027932,317.613781
2466_ASIC_320k.mtx,321920,321821,2635364,8,0.133284,316.361797
2364_lp1.mtx,534400,534388,1643420,8,0.099360,264.642179
1795_chem_master1.mtx,40448,40401,201201,8,0.018364,175.302508
0213_polbooks.mtx,128,105,882,8,0.008930,1.580362
0717_m3plates.mtx,11136,11107,6639,8,0.008901,11.934594
2020_ted_A.mtx,10624,10605,424587,8,0.042281,160.670903
2693_hugetric-00000.mtx,5824640,5824554,17467046,8,1.822340,153.359259
1966_a0nsdsil.mtx,80128,80016,355034,8,0.050265,113.010856
1532_lowThrust_3.mtx,7168,7064,80645,8,0.022147,58.262436
2506_ch8-8-b5.mtx,564480,376320,3386880,8,0.155198,349.168430
0917_adder_dcop_41.mtx,1920,1813,11246,8,0.028473,6.319426
1254_Chebyshev3.mtx,4224,4101,36879,8,0.010976,53.758691
1967_bcsstk38.mtx,8064,8032,355460,8,0.041497,137.054225
1525_pesa.mtx,11776,11738,79566,8,0.011695,108.857628
0943_can_1054.mtx,1152,1054,12196,8,0.010035,19.444595
2629_bibd_20_10.mtx,0729_can_634.mtx,640,634,7228,8,0.008751
2462_ch7-9-b5.mtx,423424,317520,2540160,8,0.097041,418.819719
0240_saylr1.mtx,256,238,1128,8,0.008258,2.185572
0795_lshp1270.mtx,1280,1270,8668,8,0.008843,15.684089
1736_OPF_3754.mtx,15488,15435,158273,8,0.016172,156.589661
2755_soc-Pokec.mtx,0358_IG5-8.mtx,256,292,1711,8,0.011037
0663_fpga_dcop_02.mtx,1280,1220,5892,8,0.010143,9.294402
1780_c-50.mtx,22528,22401,193625,8,0.046602,66.477674
2225_ar2010.mtx,186240,186211,904310,8,0.050053,289.070057
1133_mcfe.mtx,768,765,24382,8,0.029777,13.100925
1239_rail_5177.mtx,5248,5177,35185,8,0.009313,60.449926
1697_rail_20209.mtx,20224,20209,139233,8,0.014967,148.842892
2311_c-73.mtx,169472,169422,1279274,8,0.069356,295.118552
1582_lp_nug15.mtx,6400,22275,94950,8,0.011733,129.481039
0843_lp_czprob.mtx,1024,3562,10708,8,0.035801,4.785553
0308_oscil_dcop_45.mtx,512,430,1544,8,0.008744,2.825386
1518_cavity15.mtx,2688,2597,76367,8,0.012195,100.195229
0556_ch6-6-b5.mtx,768,4320,4320,8,0.007839,8.817658
1885_s1rmq4m1.mtx,5504,5489,281111,8,0.025928,173.471340
2492_delaunay_n19.mtx,524288,524288,3145646,8,0.183884,273.706894
1517_cavity11.mtx,2688,2597,76367,8,0.012200,100.152129
0975_yeast.mtx,2432,2361,13828,8,0.012365,17.893097
1594_msc04515.mtx,4608,4515,97707,8,0.012077,129.449594
0042_rgg010.mtx,128,10,76,8,0.007994,0.152105
1029_mhd3200b.mtx,3200,3200,18316,8,0.008560,34.236154
1127_model3.mtx,1664,4578,23974,8,0.022300,17.201002
2795_Geo_1438.mtx,1438080,1437960,63156690,8,2.247065,449.700864
2569_mono_500Hz.mtx,169472,169410,5036288,8,0.195731,411.690087
2625_ship_003.mtx,121728,121728,8086034,8,0.313986,412.045308
1733_lhr07.mtx,7424,7337,156508,8,0.030574,81.902597
2653_Si87H76.mtx,240384,240369,10661631,8,0.385667,442.314942
1303_G67.mtx,10112,10000,40000,8,0.009261,69.110650
0061_ibm32.mtx,128,32,126,8,0.008036,0.250868
1925_bcsstm36.mtx,23168,23052,320606,8,0.023385,219.357867
0002_Trec3.mtx,128,2,1,8,0.007594,0.002107
2673_JP.mtx,87680,67320,13734559,8,0.520227,422.417485
1923_rgg_n_2_15_s0.mtx,32768,32768,320480,8,0.020645,248.375576
2425_neos3.mtx,512256,518832,2055024,8,0.495722,66.328258
2676_italy_osm.mtx,6686592,6686493,14027956,8,1.628353,137.836981
0010_ch3-3-b2.mtx,128,18,18,8,0.007874,0.036577
1329_freeFlyingRobot_13.mtx,5760,5718,43994,8,0.016735,42.062571
2134_rajat17.mtx,94336,94294,641159,8,0.063193,162.335831
1349_model4.mtx,1408,4962,45753,8,0.035096,20.858198
2707_af_shell3.mtx,504960,504855,17588875,8,0.645863,435.729978
0748_fpga_trans_02.mtx,1280,1220,7382,8,0.011158,10.585212
2502_bibd_19_9.mtx,256,92378,3325608,8,0.153156,347.421405
2720_rajat31.mtx,4690048,4690002,20316253,8,1.550664,209.626419
1721_bloweya.mtx,30080,30004,150009,8,0.030790,77.952427
1425_ch8-8-b2.mtx,18816,1568,56448,8,0.011504,78.508822
0164_west0167.mtx,256,167,507,8,0.008087,1.003138
1331_Franz5.mtx,7424,2882,44056,8,0.009267,76.063011
0818_G18.mtx,896,800,9388,8,0.016154,9.298364
0968_lp_fit1d.mtx,128,1049,13427,8,0.037348,5.752193
2762_vas_stokes_1M.mtx,1090688,1090664,34767207,8,1.271850,437.375041
2513_ifiss_mat.mtx,96384,96307,3599932,8,0.136104,423.198089
2359_TF18.mtx,95488,123867,1597545,8,0.068692,372.105866
0576_Trefethen_300.mtx,384,300,4678,8,0.008823,8.482813
1955_HEP-th.mtx,27264,27240,342437,8,0.042208,129.810112
1257_deter7.mtx,6400,18153,37131,8,0.010664,55.712935
2363_Zd_Jac2.mtx,22912,22835,1642833,8,0.095114,276.356733
1971_c-65.mtx,48128,48066,360528,8,0.050009,115.347108
0649_fpga_dcop_32.mtx,1280,1220,5892,8,0.010999,8.570606
1563_cis-n4c6-b13.mtx,6400,25605,88200,8,0.011264,125.288006
0282_cz148.mtx,256,148,1527,8,0.010034,2.434972
0526_ck656.mtx,768,656,3884,8,0.008295,7.491504
0531_cis-n4c6-b2.mtx,1408,210,3990,8,0.008346,7.648953
0059_GlossGT.mtx,128,72,122,8,0.007926,0.246270
2347_nemeth23.mtx,9600,9506,1506810,8,0.090753,265.656117
0487_small.mtx,768,1400,3207,8,0.009061,5.662936
0841_rotor2.mtx,896,791,10685,8,0.010088,16.947083
0105_GD99_b.mtx,128,64,252,8,0.007915,0.509416
0454_Trefethen_200b.mtx,256,199,2873,8,0.008921,5.152735
1406_beaflw.mtx,512,507,53403,8,0.041723,20.478856
0630_jazz.mtx,256,198,5484,8,0.013580,6.461449
0338_oscil_dcop_44.mtx,512,430,1544,8,0.008743,2.825707
1103_sstmodel.mtx,3456,3345,22749,8,0.009131,39.861434
1002_bcsstm37.mtx,25600,25503,15525,8,0.011113,22.352989
0660_fpga_dcop_40.mtx,1280,1220,5892,8,0.011063,8.521495
0502_hangGlider_1.mtx,384,360,3477,8,0.029172,1.907019
0751_GL7d26.mtx,384,2798,7412,8,0.031935,3.713538
0960_bcsstk08.mtx,1152,1074,12960,8,0.029482,7.033364
2610_cont1_l.mtx,1918464,1921596,7031999,8,0.594650,189.206942
1931_EAT_SR.mtx,23296,23219,325589,8,0.023008,226.417626
2322_pli.mtx,22784,22695,1350309,8,0.067406,320.521195
2661_kim2.mtx,457088,456976,11330020,8,0.413974,437.902213
1095_lock_700.mtx,768,700,22175,8,0.031411,11.295242
1023_lshp2614.mtx,2688,2614,17980,8,0.008742,32.906296
1026_spiral.mtx,1536,1434,18228,8,0.034618,8.424754
1638_scsd8-2c.mtx,5248,35910,112770,8,0.011885,151.817856
0503_dwt_193.mtx,256,193,3493,8,0.009731,5.743384
0782_lp_scfxm3.mtx,1024,1800,8206,8,0.011578,11.340488
1281_G3.mtx,896,800,38352,8,0.012108,50.678006
0652_fpga_dcop_44.mtx,1280,1220,5892,8,0.011020,8.554678
0135_GD06_theory.mtx,128,101,380,8,0.008849,0.687071
0304_oscil_dcop_10.mtx,512,430,1544,8,0.008664,2.851255
0115_curtis54.mtx,128,54,291,8,0.008241,0.565009
2181_lhr34c.mtx,35200,35152,764014,8,0.041097,297.445133
0349_dwt_221.mtx,256,221,1629,8,0.008714,2.990901
0474_can_268.mtx,384,268,3082,8,0.010277,4.798441
1958_vibrobox.mtx,12416,12328,342828,8,0.025275,217.022052
2494_amazon0312.mtx,400768,400727,3200440,8,0.125462,408.146608
1793_jnlbrng1.mtx,40064,40000,199200,8,0.018287,174.292245
1948_me2010.mtx,69632,69518,335476,8,0.026501,202.544454
1405_shermanACd.mtx,6144,6136,53329,8,0.037984,22.464039
1573_big.mtx,13312,13209,91465,8,0.012014,121.806192
1483_ex20.mtx,2304,2203,69981,8,0.022551,49.651987
0242_flower_7_1.mtx,512,393,1178,8,0.008276,2.277561
2394_cfd1.mtx,70656,70656,1828364,8,0.074001,395.318866
2548_TF19.mtx,241152,317955,4370721,8,0.166718,419.459659
2319_raefsky4.mtx,19840,19779,1328611,8,0.061558,345.329667
0947_D_9.mtx,896,1133,12395,8,0.010071,19.692420
0561_Maragal_2.mtx,640,350,4357,8,0.012322,5.657310
1365_rosen2.mtx,1152,3080,47536,8,0.028277,26.897253
0521_bp_200.mtx,896,822,3802,8,0.027290,2.229083
0463_qh768.mtx,768,768,2934,8,0.008512,5.515286
1134_delaunay_n12.mtx,4096,4096,24528,8,0.008714,45.039057
2236_net50.mtx,16384,16320,945200,8,0.057091,264.896951
1196_lp_greenbea.mtx,2432,5598,31070,8,0.025494,19.499845
0612_nos5.mtx,512,468,5172,8,0.008861,9.338505
2025_bcsstk17.mtx,11008,10974,428650,8,0.031309,219.057966
1633_scfxm1-2b.mtx,19072,33047,111052,8,0.016708,106.347811
0381_bcsstm26.mtx,2048,1922,1922,8,0.007901,3.891996
1752_jan99jac080.mtx,27648,27534,171522,8,0.018325,149.759542
2477_thermomech_dK.mtx,204416,204316,2846228,8,0.107270,424.530970
0013_relat3.mtx,128,5,24,8,0.007895,0.048636
2050_af23560.mtx,23680,23560,484256,8,0.025587,302.813299
1965_cit-HepTh.mtx,27776,27770,352807,8,0.042575,132.588353
0844_filter2D.mtx,1792,1668,10750,8,0.008655,19.873769
0732_lp_nug08.mtx,1024,1632,7296,8,0.007889,14.798168
2562_rajat29.mtx,644096,643994,4866270,8,0.260856,298.480227
1597_se.mtx,32768,32768,98300,8,0.014019,112.189510
2835_mycielskian18.mtx,0951_D_7.mtx,1280,971,12714,8,0.008986
0009_rel3.mtx,128,5,18,8,0.007874,0.036578
1811_g3rmt3m3.mtx,5376,5357,207695,8,0.030485,109.008737
2560_apache2.mtx,715264,715176,4817870,8,0.254827,302.503209
1872_airfoil_2d.mtx,14336,14214,259688,8,0.018060,230.061996
1025_freeFlyingRobot_4.mtx,2432,2358,18218,8,0.041804,6.972767
0323_oscil_dcop_31.mtx,512,430,1544,8,0.008606,2.870465
1797_c-52.mtx,24064,23948,202716,8,0.026477,122.501665
1414_ex10.mtx,2432,2410,54840,8,0.011912,73.657800
2244_crystk02.mtx,14080,13965,968583,8,0.047867,323.758242
1764_wang3.mtx,26112,26064,177168,8,0.015283,185.478940
0814_G21.mtx,896,800,9334,8,0.017002,8.783866
1280_G2.mtx,896,800,38352,8,0.011845,51.804905
0006_mycielskian3.mtx,128,5,10,8,0.007510,0.021305
1691_cavity24.mtx,4608,4562,138187,8,0.014132,156.453581
2632_thermal2.mtx,1228160,1228045,8580313,8,0.436412,314.576427
0231_pde225.mtx,256,225,1065,8,0.008166,2.086664
0320_oscil_dcop_04.mtx,512,430,1544,8,0.008680,2.845957
0924_watt_1.mtx,1920,1856,11360,8,0.008676,20.950828
0608_Franz1.mtx,2304,768,5120,8,0.008199,9.991024
2608_sls.mtx,1748224,62729,6804304,8,0.434385,250.627425
1946_ckt11752_dc_1.mtx,49792,49702,333029,8,0.040453,131.718440
2518_smt.mtx,25728,25710,3753184,8,0.160520,374.102566
1282_G1.mtx,896,800,38352,8,0.011636,52.734778
0509_dwt_419.mtx,512,419,3563,8,0.008846,6.444553
2443_Stanford.mtx,281984,281903,2312497,8,0.124954,296.109532
1509_cegb3306.mtx,3328,3306,74916,8,0.012868,93.152920
1177_spaceShuttleEntry_3.mtx,1920,1834,28757,8,0.018658,24.660159
0812_G15.mtx,896,800,9322,8,0.017851,8.355203
0395_tols340.mtx,384,340,2196,8,0.013253,2.651137
0520_sherman4.mtx,1152,1104,3786,8,0.008489,7.135426
1537_dano3mip.mtx,3328,15851,81633,8,0.014614,89.376979
1418_Goodwin_013.mtx,2048,1965,56069,8,0.011756,76.308025
0190_zed.mtx,128,142,666,8,0.008556,1.245498
0926_extr1.mtx,2944,2837,11407,8,0.008669,21.053040
2200_nemeth19.mtx,9600,9506,818302,8,0.064932,201.639826
2229_soc-Slashdot0811.mtx,77440,77360,905468,8,0.069652,207.998067
1919_Goodwin_030.mtx,10240,10142,312814,8,0.022171,225.746670
0373_rw496.mtx,512,496,1859,8,0.008109,3.668070
1710_bauru5727.mtx,40448,40366,145019,8,0.016990,136.567133
1591_Franz9.mtx,19712,4164,97508,8,0.013032,119.713399
0884_adder_dcop_39.mtx,1920,1813,11246,8,0.028597,6.292151
2159_image_interp.mtx,240000,120000,711683,8,0.055739,204.288819
0899_adder_dcop_15.mtx,1920,1813,11246,8,0.027265,6.599548
2445_ASIC_680ks.mtx,682752,682712,2329176,8,0.203442,183.181396
1512_ex13.mtx,2688,2568,75628,8,0.026426,45.789307
1905_c-60.mtx,43648,43640,298578,8,0.029043,164.491466
2579_para-9.mtx,156032,155924,5416358,8,0.214408,404.190618
0128_wheel_7_1.mtx,128,113,338,8,0.007817,0.691792
0173_Trec8.mtx,128,84,549,8,0.010041,0.874825
0109_GD97_b.mtx,128,47,264,8,0.008866,0.476447
2315_n4c6-b7.mtx,163328,104115,1305720,8,0.053979,387.033440
1315_dw4096.mtx,8192,8192,41746,8,0.010284,64.952079
2102_ASIC_100ks.mtx,99200,99190,578890,8,0.051347,180.385419
0204_dwt_234.mtx,256,234,834,8,0.008319,1.604105
0511_L.mtx,1024,956,3640,8,0.007872,7.398314
0697_jpwh_991.mtx,1024,991,6027,8,0.008773,10.991436
0601_lpi_klein2.mtx,512,531,5062,8,0.010733,7.545854
2414_rajat24.mtx,358272,358172,1948235,8,0.106823,291.808859
0721_orsirr_1.mtx,1152,1030,6858,8,0.008871,12.369907
2478_stat96v2.mtx,29184,957432,2852184,8,0.112498,405.650063
2472_ct20stif.mtx,52352,52329,2698463,8,0.119246,362.069636
1358_meg4.mtx,5888,5860,46842,8,0.020500,36.559667
2556_tmt_unsym.mtx,917888,917825,4584801,8,0.342908,213.925927
1983_lhr17c.mtx,17664,17576,381975,8,0.032158,190.047147
1552_kineticBatchReactor_7.mtx,8064,7968,84508,8,0.036301,37.247359
0990_lp_pilot_ja.mtx,1024,2267,14977,8,0.021345,11.226480
2291_nemeth21.mtx,9600,9506,1173746,8,0.084720,221.670716
