mtx,m,n,nnz,other,time,gflops
1009_lp_ship12l.mtx,1136,5533,16276,47.530000,0.011538,2.821286
0637_bcspwr07.mtx,1600,1612,5824,0.769000,0.009601,1.213207
1471_thermal.mtx,3456,3456,66528,0.639000,0.010380,12.818497
2201_fe_ocean.mtx,143424,143437,819186,14.748000,0.054883,29.852085
2480_Trec14.mtx,3152,15905,2872265,51.505000,0.088734,64.738770
1657_bloweybl.mtx,30000,30003,120000,3.451000,0.011573,20.737924
0494_str_600.mtx,352,363,3279,0.627000,0.010449,0.627620
0153_sphere2.mtx,64,66,450,0.475000,0.009738,0.092421
2027_GT01R.mtx,7968,7980,430909,18.647000,0.028057,30.716684
0309_oscil_dcop_01.mtx,416,430,1544,23.301000,0.010345,0.298502
2149_TSOPF_RS_b39_c19.mtx,38096,38098,684206,29.051000,0.029911,45.749457
2687_venturiLevel3.mtx,4026816,4026819,16108474,28147.169000,0.976964,32.976597
1504_descriptor_xingo6u.mtx,20736,20738,73916,36.660000,0.011748,12.583589
1396_aa6.mtx,640,7292,51728,44.306000,0.011493,9.001653
2397_com-Amazon.mtx,334848,334863,1851744,108.618000,0.323337,11.453957
1460_rajat07.mtx,14832,14842,63913,29.493000,0.010965,11.657638
2193_ky2010.mtx,161664,161672,787778,22.244000,0.090814,17.349263
0491_685_bus.mtx,672,685,3249,0.595000,0.010231,0.635129
0944_grid2_dual.mtx,3136,3136,12224,26.758000,0.009021,2.710121
2132_blockqp1.mtx,60000,60012,640033,230.636000,0.047418,26.995360
0035_n3c4-b3.mtx,0,20,60,0.450000,0.000299,0.401338
2749_nlpkkt80.mtx,1062400,1062400,28704672,560.932000,0.790105,72.660398
0267_n3c6-b2.mtx,448,105,1365,25.347000,0.009687,0.281821
0686_fpga_dcop_21.mtx,1216,1220,5892,44.694000,0.010724,1.098844
2023_loc-Brightkite.mtx,58224,58228,428156,51.760000,0.061407,13.944860
0297_oscil_dcop_13.mtx,416,430,1544,51.819000,0.009949,0.310383
1443_viscoplastic1.mtx,4320,4326,61166,1.278000,0.011768,10.395309
0908_adder_dcop_52.mtx,1808,1813,11246,21.760000,0.009727,2.312327
0067_lpi_woodinfe.mtx,32,89,140,0.505000,0.009470,0.029567
0287_oscil_dcop_24.mtx,416,430,1544,21.625000,0.010259,0.301004
1562_tuma1.mtx,22960,22967,87760,25.036000,0.011300,15.532743
0824_p2756.mtx,752,3511,9692,39.766000,0.012016,1.613182
2297_Linux_call_graph.mtx,324080,324085,1208908,63.757000,0.136606,17.699193
1768_brainpc2.mtx,27600,27607,179395,44.436000,0.028200,12.723050
1655_conf6_0-4x4-20.mtx,3072,3072,119808,11.698000,0.010470,22.885960
0594_tumorAntiAngiogenesis_6.mtx,464,465,4795,1.514000,0.012670,0.756906
0365_tols90.mtx,80,90,1746,5.679000,0.011829,0.295207
2203_rel8.mtx,345680,12347,821839,21.505000,0.088503,18.572003
0879_adder_dcop_61.mtx,1808,1813,11246,21.940000,0.009756,2.305453
2422_net100.mtx,29920,29920,2033200,53.458000,0.083074,48.949130
1922_lp_osa_14.mtx,2336,54797,317097,176.875000,0.033505,18.928339
2529_ASIC_680k.mtx,682848,682862,3871773,3634.687000,0.219493,35.279239
0715_minnesota.mtx,2640,2642,6606,0.915000,0.008946,1.476861
2486_rgg_n_2_18_s0.mtx,262144,262144,3094566,66.624000,0.191262,32.359444
0068_mycielskian5.mtx,16,23,142,0.468000,0.008840,0.032127
1459_car4.mtx,16384,33052,63724,21.309000,0.011846,10.758737
0666_fpga_dcop_39.mtx,1216,1220,5892,29.124000,0.010677,1.103681
2507_amazon0601.mtx,403392,403394,3387388,120.970000,0.358699,18.887078
2151_neos2.mtx,132560,134128,685087,12.342000,0.049494,27.683638
1454_gen.mtx,768,2561,63086,1.153000,0.012813,9.847186
1176_tomography.mtx,496,500,28726,2.340000,0.012775,4.497221
0763_jagmesh5.mtx,1168,1180,7750,28.123000,0.009736,1.592030
2470_GL7d23.mtx,105040,349443,2695430,131.889000,0.435383,12.381880
1473_flowmeter0.mtx,9664,9669,67391,1.444000,0.010326,13.052683
2089_cage11.mtx,39072,39082,559722,4.989000,0.040127,27.897525
0106_bibd_9_3.mtx,32,84,252,50.912000,0.010104,0.049881
1317_Trefethen_2000.mtx,2000,2000,41906,1.238000,0.010407,8.053426
2424_bcsstk30.mtx,28912,28924,2043492,4.086000,0.048625,84.051085
0698_bcspwr08.mtx,1616,1624,6050,33.986000,0.009669,1.251422
2184_dc2.mtx,116832,116835,766396,154.943000,0.057005,26.888729
2038_qc2534.mtx,2528,2534,463360,47.829000,0.028786,32.193427
0198_can_96.mtx,96,96,768,46.967000,0.009176,0.167393
1536_c-40.mtx,9936,9941,81501,3.634000,0.020178,8.078204
2177_copter2.mtx,55472,55476,759952,43.484000,0.057027,26.652358
1352_IG5-12.mtx,2288,2875,46260,31.725000,0.010896,8.491189
1792_world.mtx,34496,67147,198883,3.423000,0.028252,14.079216
1715_case9.mtx,14448,14454,147972,44.608000,0.028158,10.510121
0900_adder_dcop_22.mtx,1808,1813,11246,29.649000,0.010314,2.180725
1265_GL7d12.mtx,8896,1019,37519,40.825000,0.012236,6.132560
0792_nnc1374.mtx,1360,1374,8606,23.032000,0.010738,1.602906
1600_ex15.mtx,6864,6867,98671,13.908000,0.010703,18.438008
0578_cdde2.mtx,960,961,4681,2.822000,0.009555,0.979801
0238_rdb200l.mtx,192,200,1120,0.478000,0.010182,0.219996
1185_deter5.mtx,5088,14529,29715,1.069000,0.011251,5.282197
0609_cage.mtx,352,366,5124,43.623000,0.012349,0.829865
0253_mk10-b1.mtx,624,45,1260,26.311000,0.008650,0.291329
1544_jan99jac040sc.mtx,13680,13694,82842,1.639000,0.028361,5.841966
1362_kneser_8_3_1.mtx,15728,15681,47042,1.388000,0.013405,7.018575
1829_s2rmt3m1.mtx,5488,5489,219521,25.022000,0.012085,36.329499
2099_ut2010.mtx,115392,115406,572066,18.415000,0.081179,14.093941
0789_mhda416.mtx,416,416,8562,0.983000,0.012068,1.418959
1805_mario001.mtx,38432,38434,206156,4.097000,0.030350,13.585239
0104_IG5-6.mtx,16,77,251,0.440000,0.010703,0.046903
0622_GL6_D_7.mtx,624,470,5378,29.393000,0.009351,1.150251
2670_TSOPF_FS_b300_c3.mtx,84400,84414,13135930,1125.845000,0.165741,158.511533
1192_c-28.mtx,4592,4598,30590,2.414000,0.010781,5.674798
2401_imagesensor.mtx,118752,118758,1893170,30.446000,0.095329,39.718659
1601_sctap1-2b.mtx,15376,33858,99454,1.861000,0.012839,15.492484
2060_soc-Epinions1.mtx,75888,75888,508837,37.484000,0.067309,15.119434
2109_mri1.mtx,65536,147456,589824,10.372000,0.046627,25.299676
0187_rel5.mtx,336,35,656,0.518000,0.009669,0.135691
1047_bcsstm12.mtx,1472,1473,19659,0.939000,0.010621,3.701911
1067_kineticBatchReactor_1.mtx,2048,2052,20600,26.897000,0.012550,3.282869
0447_lnsp_511.mtx,496,511,2796,42.561000,0.011119,0.502923
0781_poli.mtx,4000,4008,8188,1.372000,0.011867,1.379961
0984_pde2961.mtx,2960,2961,14585,0.603000,0.009760,2.988730
1019_spaceStation_10.mtx,1264,1272,17478,3.024000,0.011022,3.171475
1061_rw5151.mtx,5136,5151,20199,24.731000,0.009919,4.072790
2304_mycielskian13.mtx,6128,6143,1227742,22.150000,0.049234,49.873746
1786_bfly.mtx,49152,49152,196608,15.217000,0.028738,13.682789
2440_H2O.mtx,67024,67024,2216736,31.621000,0.088761,49.948423
0082_lap_25.mtx,16,25,169,2.331000,0.008579,0.039399
2750_nd24k.mtx,72000,72000,28715634,99.872000,0.337726,170.052848
0478_ch8-8-b1.mtx,1568,64,3136,0.978000,0.008845,0.709101
0772_G32.mtx,2000,2000,8000,0.555000,0.008978,1.782134
0149_gre_115.mtx,112,115,421,0.579000,0.009058,0.092957
1442_sit100.mtx,10256,10262,61046,1.603000,0.011082,11.017145
1527_LFAT5000.mtx,19984,19994,79966,1.313000,0.010162,15.738241
0485_G12.mtx,800,800,3200,26.143000,0.009025,0.709141
1163_freeFlyingRobot_6.mtx,3344,3358,27030,1.253000,0.011606,4.657936
0626_n3c6-b3.mtx,1360,455,5460,24.937000,0.010184,1.072270
0327_oscil_dcop_33.mtx,416,430,1544,20.712000,0.010371,0.297753
0536_nnc666.mtx,656,666,4044,0.585000,0.010288,0.786159
0871_adder_dcop_67.mtx,1808,1813,11246,2.489000,0.010064,2.234897
2600_Chevron4.mtx,711440,711450,6376412,195.165000,0.215870,59.076407
2280_ks2010.mtx,238592,238600,1121798,47.339000,0.119759,18.734258
1673_lp_fit2d.mtx,16,10524,129042,20.811000,0.012745,20.249823
0566_bp_800.mtx,816,822,4534,27.258000,0.011955,0.758511
0402_Chebyshev1.mtx,256,261,2319,0.454000,0.015774,0.294028
1251_dynamicSoaringProblem_6.mtx,3424,3431,36741,27.447000,0.011368,6.463934
2818_Flan_1565.mtx,1564784,1564794,117406044,2026.905000,2.062656,113.839675
1296_G27.mtx,2000,2000,39980,1.162000,0.009937,8.046694
2264_Dubcova2.mtx,65024,65025,1030225,10.725000,0.067474,30.536948
0117_pivtol.mtx,96,102,306,0.667000,0.008674,0.070556
2668_delaunay_n21.mtx,2097152,2097152,12582816,4811.240000,0.710998,35.394800
2584_para-5.mtx,155920,155924,5416358,86.137000,0.280015,38.686199
1087_bcspwr10.mtx,5296,5300,21842,1.408000,0.010313,4.235819
0258_gams30am.mtx,352,531,1287,1.024000,0.011867,0.216904
1136_freeFlyingRobot_5.mtx,2864,2878,24582,1.154000,0.011125,4.419236
0535_bp_400.mtx,816,822,4028,47.973000,0.012761,0.631298
0611_netz4504.mtx,1952,1961,5156,0.918000,0.009879,1.043830
1730_vt2010.mtx,32576,32580,155598,3.260000,0.031326,9.934112
0421_dwb512.mtx,512,512,2500,0.927000,0.010691,0.467683
0029_bcsstm01.mtx,48,48,48,0.500000,0.007845,0.012237
1417_model9.mtx,2864,10939,55956,1.181000,0.028190,3.969918
2551_TSOPF_FS_b300.mtx,29200,29214,4400122,145.664000,0.070411,124.983937
2066_ted_AB_unscaled.mtx,10592,10605,522387,2.621000,0.028304,36.912592
0504_dwt_512.mtx,512,512,3502,25.874000,0.011118,0.629969
1734_c-49.mtx,21120,21132,157042,3.300000,0.028237,11.123136
2301_caidaRouterLevel.mtx,192240,192244,1218132,55.678000,0.180371,13.506961
2172_brack2.mtx,62624,62631,733118,7.853000,0.053042,27.642924
1357_Oregon-1.mtx,11488,11492,46818,3.859000,0.013383,6.996638
0916_adder_dcop_35.mtx,1808,1813,11246,17.385000,0.009570,2.350261
0707_n4c5-b9.mtx,624,1895,6300,25.165000,0.010061,1.252361
1186_TF14.mtx,2640,3160,29862,17.879000,0.011490,5.197911
2699_af_5_k101.mtx,503616,503625,17550675,130.655000,0.294925,119.017886
0459_wm1.mtx,192,277,2909,0.542000,0.011555,0.503505
0272_dwt_198.mtx,192,198,1392,21.689000,0.010060,0.276740
0956_lp_ship08l.mtx,768,4363,12882,26.421000,0.011735,2.195484
2517_power197k.mtx,197152,197156,3698357,91.399000,0.229754,32.194060
2324_nemeth22.mtx,9504,9506,1358832,2.477000,0.030202,89.982915
2044_wathen100.mtx,30400,30401,471601,2.551000,0.028447,33.156466
0740_cavity02.mtx,304,317,7327,24.661000,0.012403,1.181488
1932_EAT_RS.mtx,23216,23219,325592,29.350000,0.058800,11.074558
2459_c8_mat11.mtx,4560,5761,2462970,32.452000,0.063382,77.718280
0343_lpi_chemcom.mtx,288,744,1590,24.643000,0.009765,0.325653
0055_bcsstm03.mtx,112,112,112,23.654000,0.007523,0.029775
0848_cage8.mtx,1008,1015,11003,29.010000,0.009854,2.233205
0111_ex5.mtx,16,27,279,0.429000,0.009115,0.061218
1957_mark3jac120sc.mtx,54928,54929,342475,4.977000,0.040606,16.868197
1749_mark3jac060sc.mtx,27440,27449,170695,2.991000,0.022786,14.982445
0393_gas11.mtx,448,862,2166,0.634000,0.010336,0.419118
2310_ok2010.mtx,269104,269118,1274148,60.719000,0.152410,16.720005
2565_LargeRegFile.mtx,2111152,801374,4944201,601.984000,0.371837,26.593378
2014_nv2010.mtx,84528,84538,416998,9.640000,0.060619,13.757997
1220_cavity08.mtx,1168,1182,32747,9.709000,0.011695,5.600171
1147_lnsp3937.mtx,3936,3937,25407,1.117000,0.010137,5.012726
2136_Delor64K.mtx,64704,1785345,652140,129.617000,0.051268,25.440431
1830_s3rmt3m1.mtx,5488,5489,219521,1.784000,0.011482,38.237415
1128_spaceShuttleEntry_2.mtx,1424,1428,24073,28.825000,0.011114,4.332014
2660_fcondp2.mtx,201808,201822,11294316,31.685000,0.172623,130.855286
0427_M20PI_n1.mtx,1024,1028,2547,0.506000,0.008614,0.591363
1962_cond-mat-2005.mtx,40416,40421,351386,26.401000,0.050521,13.910493
0496_lp_standgub.mtx,352,1383,3339,44.449000,0.011917,0.560376
1505_ncvxqp1.mtx,12096,12111,73963,43.362000,0.011315,13.073442
2076_psmigr_3.mtx,3136,3140,543162,27.880000,0.040597,26.758726
0146_bcsstm06.mtx,416,420,420,27.498000,0.008463,0.099256
0524_nemscem.mtx,640,1712,3840,1.112000,0.010957,0.700922
2453_pkustk07.mtx,16848,16860,2418804,33.665000,0.074348,65.067090
1985_g7jac100sc.mtx,29600,29610,384636,42.054000,0.039134,19.657382
0345_bcspwr04.mtx,272,274,1612,47.492000,0.012930,0.249343
0853_adder_dcop_01.mtx,1808,1813,11156,25.666000,0.009560,2.333891
2433_wave.mtx,156304,156317,2118662,64.896000,0.108320,39.118575
2559_engine.mtx,143568,143571,4706073,45.679000,0.178619,52.693980
0599_M40PI_n1.mtx,2016,2028,5007,0.522000,0.008834,1.133575
0980_bibd_17_4b.mtx,128,2380,14280,25.994000,0.012949,2.205576
0237_bcsstm09.mtx,1072,1083,1083,30.568000,0.007852,0.275853
0886_adder_dcop_47.mtx,1808,1813,11246,1.104000,0.010000,2.249200
1947_ckt11752_tr_0.mtx,49696,49702,333029,28.544000,0.032785,20.315937
2539_Delor338K.mtx,343232,887058,4211599,143.400000,0.169918,49.572135
2078_soc-sign-Slashdot090216.mtx,81856,81871,545671,31.141000,0.088046,12.395134
1685_raefsky6.mtx,3392,3402,137845,26.221000,0.012495,22.064026
2115_pfinan512.mtx,74752,74752,596992,8.145000,0.044665,26.731983
0911_adder_dcop_31.mtx,1808,1813,11246,1.839000,0.009662,2.327882
2256_G_n_pin_pout.mtx,100000,100000,1002396,18.714000,0.115283,17.390179
1464_Oregon-2.mtx,11792,11806,65460,44.179000,0.028394,4.610833
2105_nemeth16.mtx,9504,9506,587012,1.903000,0.012464,94.193196
1883_s3rmq4m1.mtx,5488,5489,281111,26.874000,0.012875,43.667728
2103_crystm03.mtx,24688,24696,583770,25.758000,0.037094,31.475171
1337_beause.mtx,496,507,44551,44.094000,0.013849,6.433822
1978_vsp_south31_slptsk.mtx,39664,39668,379828,55.864000,0.042809,17.745240
1395_lock1074.mtx,1072,1074,51588,45.673000,0.012154,8.489057
2543_pkustk10.mtx,80672,80676,4308984,12.742000,0.090146,95.600115
2250_la2010.mtx,204432,204447,980634,47.058000,0.114404,17.143352
0354_lpi_bgdbg1.mtx,336,629,1662,17.189000,0.010437,0.318482
2746_ML_Laplace.mtx,376992,377002,27689972,105.403000,0.428944,129.107632
1012_LeGresley_2508.mtx,2496,2508,16727,21.755000,0.009523,3.512969
2000_ca-AstroPh.mtx,18768,18772,396160,7.884000,0.067974,11.656221
0643_fpga_dcop_04.mtx,1216,1220,5884,10.973000,0.010803,1.089327
2247_co2010.mtx,201056,201062,974574,38.795000,0.122441,15.919079
2218_vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,77328,871172,45.578000,0.083451,20.878647
0835_IG5-10.mtx,640,976,10273,0.838000,0.010552,1.947119
2252_kneser_10_4_1.mtx,349648,330751,992252,65.243000,0.163184,12.161143
0154_lpi_ex73a.mtx,192,211,457,0.453000,0.009655,0.094666
1110_G39.mtx,2000,2000,23556,30.802000,0.011293,4.171788
0121_impcol_b.mtx,48,59,312,0.448000,0.009938,0.062789
2788_wb-edu.mtx,9845712,9845725,57156537,190258.886000,2.715113,42.102511
0716_cr42.mtx,896,1513,6614,2.405000,0.009857,1.341990
1465_fe_4elt2.mtx,11136,11143,65636,23.545000,0.010120,12.971542
0632_lp_grow15.mtx,288,645,5620,21.388000,0.011260,0.998224
2129_nd2010.mtx,133760,133769,625946,28.702000,0.069018,18.138631
2558_ship_001.mtx,34912,34920,4644230,9.874000,0.091129,101.926500
0735_rdb1250.mtx,1248,1250,7300,0.507000,0.009347,1.561999
0860_adder_dcop_09.mtx,1808,1813,11239,1.482000,0.009730,2.310175
1587_cti.mtx,16832,16840,96464,1.767000,0.011281,17.102030
1713_ccc.mtx,49152,49152,147456,3.439000,0.013529,21.798507
1125_add32.mtx,4960,4960,23884,1.580000,0.010144,4.708991
2094_g7jac140sc.mtx,41488,41490,565956,9.961000,0.049431,22.898829
1683_abtaha2.mtx,37920,331,137228,3.013000,0.028021,9.794654
0145_west0132.mtx,128,132,414,1.693000,0.009825,0.084275
1306_freeFlyingRobot_10.mtx,5216,5218,40080,1.317000,0.010581,7.575843
0610_dwt_607.mtx,592,607,5131,28.866000,0.010633,0.965109
2803_audikw_1.mtx,943680,943695,77651847,881.425000,1.863288,83.349270
1506_xingo3012.mtx,20944,20944,74386,2.400000,0.012362,12.034622
2669_test1.mtx,392896,392908,12968200,265.398000,0.957581,27.085333
0394_gre_512.mtx,512,512,2192,28.806000,0.010494,0.417763
0452_ck400.mtx,400,400,2860,2.650000,0.010947,0.522518
1615_psse0.mtx,26720,11028,102432,2.142000,0.013031,15.721280
1475_powersim.mtx,15824,15838,67562,27.963000,0.011098,12.175527
0285_oscil_dcop_38.mtx,416,430,1544,25.527000,0.010154,0.304117
1800_g7jac060.mtx,17728,17730,203316,2.972000,0.025820,15.748722
2241_crplat2.mtx,18000,18010,960946,10.446000,0.028368,67.748590
1801_vsp_barth5_1Ksep_50in_5Kout.mtx,32208,32212,203610,21.819000,0.041767,9.749802
0635_plat362.mtx,352,362,5786,25.552000,0.010906,1.061067
1385_mbeacxc.mtx,496,496,49920,1.361000,0.014000,7.131429
0437_fs_680_1.mtx,672,680,2646,21.809000,0.008924,0.593008
2273_ts-palko.mtx,22000,47235,1076903,23.347000,0.058262,36.967595
2015_onera_dual.mtx,85552,85567,419201,7.358000,0.037673,22.254718
0880_adder_dcop_62.mtx,1808,1813,11246,25.020000,0.009579,2.348053
0326_oscil_dcop_32.mtx,416,430,1544,24.743000,0.010058,0.307019
2042_OPF_10000.mtx,43872,43887,467711,5.437000,0.037876,24.696958
2230_ne2010.mtx,193344,193352,913854,36.157000,0.097413,18.762465
0523_can_445.mtx,432,445,3809,27.593000,0.010798,0.705501
1451_c-35.mtx,6528,6537,62891,1.447000,0.012523,10.044079
1870_a5esindl.mtx,60000,60008,255004,45.459000,0.024070,21.188533
2398_appu.mtx,14000,14000,1853104,46.247000,0.155798,23.788547
2342_web-NotreDame.mtx,325728,325729,1497134,59.829000,0.088059,34.002975
0379_west0479.mtx,464,479,1910,31.037000,0.010471,0.364817
0806_laser.mtx,2992,3002,9000,0.798000,0.008945,2.012297
1631_co9.mtx,10784,22924,109651,4.646000,0.020464,10.716478
2582_para-8.mtx,155920,155924,5416358,75.898000,0.277455,39.043146
2515_parabolic_fem.mtx,525824,525825,3674625,124.815000,0.214037,34.336353
2307_amazon0302.mtx,262096,262111,1234877,47.011000,0.149327,16.539233
0816_G16.mtx,800,800,9344,32.775000,0.011344,1.647391
1539_gen2.mtx,1120,3264,81855,1.182000,0.011912,13.743284
0759_model2.mtx,368,1321,7607,22.358000,0.013768,1.105026
0168_lnsp_131.mtx,128,131,536,0.593000,0.009689,0.110641
2276_dbic1.mtx,43200,226317,1081843,36.679000,0.106163,20.380792
2214_ch7-8-b5.mtx,141120,141120,846720,16.146000,0.053778,31.489457
2238_soc-Slashdot0902.mtx,82160,82168,948464,55.484000,0.127800,14.842942
2344_boyd2.mtx,466304,466316,1500397,605.893000,0.107855,27.822484
1567_jendrec1.mtx,2096,4228,89608,1.211000,0.011722,15.288859
0440_tumorAntiAngiogenesis_2.mtx,304,305,2699,26.905000,0.011627,0.464264
1578_ex26.mtx,2160,2163,94033,24.773000,0.012484,15.064563
2786_hugebubbles-00000.mtx,18318128,18318143,54940162,659534.637000,5.342162,20.568512
2155_ch7-8-b4.mtx,141120,58800,705600,22.948000,0.043879,32.161170
1760_epb2.mtx,25216,25228,175027,22.016000,0.021993,15.916610
0646_fpga_dcop_29.mtx,1216,1220,5892,28.795000,0.010862,1.084883
0537_1138_bus.mtx,1136,1138,4054,20.610000,0.009754,0.831249
2037_tandem_dual.mtx,94064,94069,460493,8.195000,0.039718,23.188126
0862_adder_dcop_11.mtx,1808,1813,11243,25.097000,0.009579,2.347427
0275_dwt_245.mtx,240,245,1461,1.322000,0.010124,0.288621
1285_jan99jac020.mtx,6768,6774,38692,1.442000,0.012027,6.434190
0481_str_400.mtx,352,363,3157,0.596000,0.011123,0.567653
1993_nemeth03.mtx,9504,9506,394808,25.998000,0.012825,61.568499
1550_bcsstk13.mtx,2000,2003,83883,29.876000,0.012837,13.068941
1400_aa4.mtx,416,7195,52121,1.729000,0.013089,7.964092
2017_cit-HepPh.mtx,34544,34546,421578,21.379000,0.073159,11.524980
0192_bcsstk22.mtx,128,138,696,44.317000,0.009248,0.150519
0997_c-18.mtx,2160,2169,15145,1.167000,0.011142,2.718542
0298_oscil_dcop_22.mtx,416,430,1544,29.195000,0.009994,0.308985
1790_lowThrust_5.mtx,16256,16262,198369,21.481000,0.020310,19.534121
2405_conf6_0-8x8-80.mtx,49152,49152,1916928,27.113000,0.048838,78.501495
2651_crankseg_1.mtx,52800,52804,10614210,42.851000,0.207246,102.431024
1017_rbsb480.mtx,480,480,17088,0.894000,0.013028,2.623273
1839_mark3jac080sc.mtx,36608,36609,227955,3.947000,0.030972,14.720070
1355_Franz4.mtx,6784,5252,46528,1.290000,0.010192,9.130298
0829_can_838.mtx,832,838,10010,26.124000,0.010517,1.903585
0696_dwt_503.mtx,496,503,6027,24.736000,0.011665,1.033348
2249_or2010.mtx,196608,196621,979512,33.553000,0.127145,15.407794
1944_usroads.mtx,129152,129164,330870,14.390000,0.045833,14.438069
0528_tumorAntiAngiogenesis_3.mtx,400,410,3952,37.212000,0.011419,0.692180
0633_rdb968.mtx,960,968,5632,0.505000,0.008901,1.265476
