index,mtx,gflops
457,0605_spaceStation_3.mtx,0.040
458,2549_TSOPF_RS_b678_c1.mtx,6.377
459,0737_reorientation_1.mtx,0.239
460,0169_lns_131.mtx,0.004
461,0832_lp_maros.mtx,
462,1825_ABACUS_shell_ld.mtx,2.377
463,1230_G60.mtx,0.340
464,2638_CurlCurl_2.mtx,8.456
465,1367_circuit_3.mtx,2.035
466,1275_G6.mtx,0.403
467,2387_bbmat.mtx,10.409
468,2202_TSC_OPF_300.mtx,7.579
469,0160_bcspwr03.mtx,0.001
470,2125_TSOPF_FS_b162_c1.mtx,7.045
471,2743_F1.mtx,-1.000
472,1912_Na5.mtx,5.244
473,2128_c-69.mtx,4.951
474,1468_aa5.mtx,-1.000
475,2807_Long_Coup_dt0.mtx,-1.000
476,0331_oscil_dcop_48.mtx,0.001
477,0618_bcspwr06.mtx,0.006
478,1743_c-48.mtx,0.981
479,0497_qh882.mtx,0.003
480,1278_G9.mtx,0.300
481,0977_Erdos972.mtx,0.043
482,0138_tub100.mtx,0.000
483,1469_lpi_bgindy.mtx,-1.000
484,1708_lp_maros_r7.mtx,-1.000
485,1091_bcsstk10.mtx,0.147
486,2773_dgreen.mtx,-1.000
487,0193_will199.mtx,0.001
488,1022_reorientation_2.mtx,0.373
489,1054_G46.mtx,0.125
490,2833_kmer_P1a.mtx,-1.000
491,0854_deter0.mtx,-1.000
492,1302_p2p-Gnutella04.mtx,0.033
493,2597_marine1.mtx,7.137
494,0887_adder_dcop_29.mtx,0.416
495,1175_stormg2-8.mtx,-1.000
496,1823_ABACUS_shell_md.mtx,0.389
497,0124_dwt_66.mtx,0.000
498,0119_mesh1em1.mtx,0.000
499,2217_c-71.mtx,5.016
500,0325_oscil_dcop_08.mtx,0.002
501,1974_c-53.mtx,5.826
502,1750_f855_mat9_I.mtx,-1.000
503,2415_coAuthorsDBLP.mtx,5.259
504,2353_sparsine.mtx,5.718
505,1038_spaceStation_11.mtx,0.081
506,1819_jan99jac100.mtx,0.249
507,0833_M80PI_n.mtx,0.008
508,2704_af_shell1.mtx,10.570
509,1080_bcsstk34.mtx,0.199
510,1629_lp_pds_10.mtx,-1.000
511,2588_Goodwin_127.mtx,9.961
512,2605_shipsec8.mtx,17.324
513,2436_gupta1.mtx,-1.000
514,0739_cavity03.mtx,0.052
515,0446_problem1.mtx,0.004
516,0436_fs_680_3.mtx,0.003
517,2794_Hook_1498.mtx,-1.000
518,1073_lshp3025.mtx,0.028
519,2566_ecology2.mtx,3.956
520,1535_relat7.mtx,-1.000
521,2296_Maragal_7.mtx,-1.000
522,2802_mawi_201512020000.mtx,-1.000
523,0039_bcsstm02.mtx,0.000
524,1799_g7jac060sc.mtx,0.812
525,2741_CurlCurl_4.mtx,10.047
526,0072_lp_sc50b.mtx,-1.000
527,2589_pre2.mtx,8.092
528,2420_TSC_OPF_1047.mtx,-1.000
529,0949_ch7-6-b2.mtx,-1.000
530,2805_channel-500x100x100-b050.mtx,-1.000
531,1404_kineticBatchReactor_3.mtx,1.399
532,1259_lhr02.mtx,0.142
533,1195_freeFlyingRobot_7.mtx,0.163
534,2435_144.mtx,3.714
535,1351_barth(0).mtx,0.053
536,0375_p0548.mtx,-1.000
537,0020_ch3-3-b1.mtx,-1.000
538,1566_garon1.mtx,1.032
539,1271_dynamicSoaringProblem_8.mtx,0.537
540,2070_c-67b.mtx,6.223
541,1986_g7jac100.mtx,3.195
542,2745_adaptive.mtx,12.932
543,0513_bfwa398.mtx,0.008
544,1174_fd12.mtx,0.020
545,2570_tmt_sym.mtx,12.549
546,1123_cis-n4c6-b3.mtx,-1.000
547,0910_adder_dcop_12.mtx,0.300
548,2316_Maragal_8.mtx,-1.000
549,0260_impcol_e.mtx,0.002
550,2484_roadNet-PA.mtx,1.839
551,2839_nlpkkt200.mtx,-1.000
552,1215_rajat03.mtx,0.030
553,2810_nlpkkt120.mtx,-1.000
554,1496_bibd_14_7.mtx,-1.000
555,0319_oscil_dcop_27.mtx,0.003
556,2828_nlpkkt160.mtx,-1.000
557,0158_lpi_ex72a.mtx,-1.000
558,1642_g7jac040.mtx,0.435
559,0378_lp_capri.mtx,-1.000
560,1222_poli_large.mtx,0.019
561,1290_spaceShuttleEntry_4.mtx,2.037
562,0529_young3c.mtx,0.005
563,0505_west0989.mtx,0.003
564,0234_fs_183_1.mtx,0.007
565,0897_adder_dcop_26.mtx,0.401
566,0053_lp_afiro.mtx,-1.000
567,0613_tols2000.mtx,0.010
568,2348_nemeth25.mtx,18.558
569,0785_lp_ship12s.mtx,-1.000
570,0083_relat4.mtx,-1.000
571,2167_pf2177(0).mtx,7.271
572,2649_atmosmodm.mtx,12.793
573,2609_nd6k.mtx,-1.000
574,0165_lesmis.mtx,0.001
575,0571_nos7.mtx,0.005
576,0337_oscil_dcop_40.mtx,0.002
577,0137_olm100.mtx,0.000
578,2490_net150.mtx,9.802
579,2251_cont-300.mtx,1.199
580,2358_ch7-9-b4.mtx,-1.000
581,2034_rajat15.mtx,3.997
582,2118_neos1.mtx,-1.000
583,2267_IG5-17.mtx,-1.000
584,2508_Chevron3.mtx,5.900
585,1383_cryg10000.mtx,0.166
586,2568_wiki-Talk.mtx,-1.000
587,1178_c-22.mtx,0.173
588,1641_mark3jac040sc.mtx,0.189
589,1276_G10.mtx,0.524
590,1490_nopoly.mtx,0.158
591,0547_TF12.mtx,-1.000
592,0073_GD99_c.mtx,0.000
593,1531_lock2232.mtx,0.814
594,1927_crystm02.mtx,1.984
595,1457_bcsstk14.mtx,0.426
596,0210_gre_216b.mtx,0.001
597,0449_nemsafm.mtx,-1.000
598,0303_oscil_dcop_47.mtx,0.001
599,1027_ODLIS.mtx,0.062
600,1031_bcsstk09.mtx,0.043
601,1479_lp22.mtx,
