index,mtx,m,n,nnz,mp16,mp4,mpnz,128-ds-cycle,128-ds-mac,128-rm-cycle,128-rm-mac,128-smu-cycle,128-smu-mac,128-ds-energy,128-rm-energy,128-smu-energy,128-smu-speedup,64-ds-cycle,64-ds-mac,64-rm-cycle,64-rm-mac,64-smu-cycle,64-smu-mac,64-ds-energy,64-rm-energy,64-smu-energy,64-smu-speedup,128-ds-mt125,128-ds-mt25,128-ds-mt50,128-ds-mt75,128-ds-mt100,128-rm-mt125,128-rm-mt25,128-rm-mt50,128-rm-mt75,128-rm-mt100,128-smu-mt125,128-smu-mt25,128-smu-mt50,128-smu-mt75,128-smu-mt100,64-ds-mt125,64-ds-mt25,64-ds-mt50,64-ds-mt75,64-ds-mt100,64-rm-mt125,64-rm-mt25,64-rm-mt50,64-rm-mt75,64-rm-mt100,64-smu-mt125,64-smu-mt25,64-smu-mt50,64-smu-mt75,64-smu-mt100,128-ds-a-ntr,128-ds-b-ntr,128-ds-c-ntr,128-rm-a-ntr,128-rm-b-ntr,128-rm-c-ntr,128-smu-a-ntr,128-smu-b-ntr,128-smu-c-ntr,64-ds-a-ntr,64-ds-b-ntr,64-ds-c-ntr,64-rm-a-ntr,64-rm-b-ntr,64-rm-c-ntr,64-smu-a-ntr,64-smu-b-ntr,64-smu-c-ntr,128-ds-nt125,128-ds-nt25,128-ds-nt50,128-ds-nt75,128-ds-nt100,128-rm-nt125,128-rm-nt25,128-rm-nt50,128-rm-nt75,128-rm-nt100,128-smu-nt125,128-smu-nt25,128-smu-nt50,128-smu-nt75,128-smu-nt100,64-ds-nt125,64-ds-nt25,64-ds-nt50,64-ds-nt75,64-ds-nt100,64-rm-nt125,64-rm-nt25,64-rm-nt50,64-rm-nt75,64-rm-nt100,64-smu-nt125,64-smu-nt25,64-smu-nt50,64-smu-nt75,64-smu-nt100,128-rm-c-nut,128-smu-a-nut,128-smu-b-nut,128-smu-c-nut,64-rm-c-nut,64-smu-a-nut,64-smu-b-nut,64-smu-c-nut
376,0505_west0989.mtx,989,989,3537,1328,7091,13874,3945,2.75,1954,5.55,1850,5.86,249.00,172.24,144.52,0.00,3945,5.50,2511,8.63,1850,11.72,249.00,179.59,144.52,0.00,3892,48,5,0,0,1738,172,44,0,0,1666,167,17,0,0,3676,216,48,5,0,2032,331,142,6,0,1278,388,167,16,1,7596,7029,13874,7901,8106,19473,11119,10496,13128,7596,7029,13874,7901,9246,19473,11119,10496,13128,13679,195,0,0,0,5886,8758,4829,0,0,4815,4534,2980,758,41,13679,195,0,0,0,5886,8758,4829,0,0,4815,4534,2980,758,41,11184.28,2901.54,2788.61,9143.46,13129.03,2901.54,2788.61,9143.46
377,2589_pre2.mtx,659033,659033,5959282,15499394,115689914,417565877,29705412,10.98,23856472,13.67,20663253,15.79,5554163.19,2487953.47,2531838.37,0.00,32159568,20.29,40099170,16.27,21682671,30.09,5554163.19,2876618.56,2576783.98,0.00,23092281,2061724,2999115,707402,844890,15717496,4388030,3633613,113397,3936,13615856,2835939,3028941,399900,782617,21696798,2337761,2801749,3203955,2119305,25437133,7467851,6978708,198145,17333,9608726,4145932,2957499,2593588,2376926,84883391,91953608,417565877,150431060,77436839,555826156,110112808,129194552,412731031,98888873,91953608,417565877,150431060,124854185,555826156,113190526,143067368,412731031,120738549,134027409,162799919,0,0,80713872,82075747,393036537,0,0,65490516,114604759,90632404,26040558,115962794,149658303,267907574,0,0,0,80713872,82075747,393036537,0,0,65490516,114604759,90632404,26040558,115962794,431934196.24,44073491.02,57747843.38,382975770.10,447428885.65,43625607.42,62898656.88,353401856.30
378,0634_gre_1107.mtx,1107,1107,5664,3596,17751,29422,13493,1.70,3815,6.03,4837,4.75,606.87,433.99,328.12,0.00,13493,3.41,5221,8.81,4837,9.50,606.87,447.09,328.12,0.00,13492,1,0,0,0,3347,271,191,6,0,4406,413,18,0,0,13323,169,1,0,0,4222,558,413,28,0,3724,682,413,17,1,20599,19277,29422,20605,20547,44213,29648,28607,28391,20599,19277,29422,20605,22846,44213,29648,28607,28391,29422,0,0,0,0,18878,20876,4459,0,0,12706,8168,6685,819,13,29422,0,0,0,0,18878,20876,4459,0,0,12706,8168,6685,819,13,30852.10,7609.46,7268.71,20098.31,34504.32,7609.46,7268.71,20098.31
379,0730_bcsstm07.mtx,420,420,7252,1019,12219,140656,7742,14.19,5027,21.86,2933,37.47,1406.79,842.40,657.06,0.00,8776,25.04,7107,30.92,3621,60.69,1406.79,919.74,704.32,0.00,4841,1345,1313,239,4,2252,1129,1182,319,145,920,475,609,425,504,4169,1653,1618,1008,328,2534,1358,1725,884,606,543,413,596,477,1592,30331,34386,140656,49125,43912,122394,45076,49550,78167,34386,34386,140656,49125,54842,122394,54342,58103,78167,65611,55501,19544,0,0,11382,49267,61745,0,0,2107,10272,14405,32941,18442,80274,60382,0,0,0,11382,49267,61745,0,0,2107,10272,14405,32941,18442,88693.30,23029.01,26003.66,63906.42,101369.85,24773.37,26785.08,59488.68
380,0911_adder_dcop_31.mtx,1813,1813,11246,64442,208557,1848518,59740,24.17,65528,22.04,49753,29.03,22234.95,8301.82,9614.09,0.00,73684,39.20,100943,28.61,63683,45.35,22234.95,9389.72,10194.63,0.00,45128,455,296,83,13778,37119,952,27430,27,0,34817,843,152,164,13777,43960,1334,376,1122,26892,43712,2311,54881,39,0,33393,1578,1173,1717,25822,187260,277557,1848518,522944,171058,2359396,214622,306268,1842705,297816,277557,1848518,522944,289679,2359396,220298,518966,1842705,103831,11697,1732990,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,103951,1744567,0,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,2260284.31,128402.86,229669.16,1802272.98,2273693.05,100380.24,316531.85,1326474.89
381,0585_mycielskian8.mtx,191,191,4720,1031,27871,169290,13626,9.71,6342,20.85,4795,27.58,2043.16,1021.74,944.31,0.00,14225,18.60,9482,27.90,5089,51.98,2043.16,1190.72,972.11,0.00,10548,1918,807,170,183,3700,779,1103,349,411,1509,992,1632,522,140,8491,2390,2021,907,416,4433,1450,2051,718,830,814,733,1038,1019,1485,41801,45231,169290,63549,53059,179175,56947,72461,144409,45231,45231,169290,63549,75986,179175,61464,78472,144409,102338,31657,35295,0,0,20326,32706,126143,0,0,6836,26521,56718,13280,41054,107390,61900,0,0,0,20326,32706,126143,0,0,6836,26521,56718,13280,41054,155369.39,28015.82,37248.45,129453.56,160599.72,29653.14,39503.99,123629.18
382,2738_dielFilterV2clx.mtx,607232,607232,25309272,76165600,446527744,1241976752,160016732,6.06,132245963,7.34,100375760,9.67,16577580.27,12028301.92,8022440.59,0.00,166803736,11.63,171300910,11.33,102047404,19.02,16577580.27,12901902.40,8134430.41,0.00,143302554,11052542,4588992,896622,176022,113172411,12289362,5414674,1019789,349727,79197490,12462541,6275683,1504056,935990,127725894,22712214,11380928,3120912,1863788,131187089,23683115,12618165,2730464,1082077,60873462,18665480,12705644,4618934,5183884,427196208,447435836,1241976752,534832052,516020212,1401390694,666179017,694560654,966012528,447435836,447435836,1241976752,534832052,638016116,1401390694,686187044,716814367,966012528,946748642,205137366,90090744,0,0,291644436,499872318,609873940,0,0,245825043,294350974,222025218,131287971,72523322,1004606702,237370050,0,0,0,291644436,499872318,609873940,0,0,245825043,294350974,222025218,131287971,72523322,809418384.67,213710001.27,228403713.65,737768934.38,928904107.92,217799016.26,232513183.85,722330543.82
383,0420_dw256B.mtx,512,512,2500,480,3052,12380,4640,2.08,606,15.96,732,13.21,235.87,146.67,116.79,0.00,4640,4.17,1072,18.04,732,26.43,235.87,148.20,116.79,0.00,4640,0,0,0,0,418,62,94,32,0,480,68,184,0,0,4192,448,0,0,0,696,124,188,64,0,236,244,68,184,0,7558,7558,12380,7558,9778,17376,8962,9250,10820,7558,7558,12380,7558,9958,17376,8962,9250,10820,12380,0,0,0,0,6040,9158,2178,0,0,1940,2120,80,4888,1792,12380,0,0,0,0,6040,9158,2178,0,0,1940,2120,80,4888,1792,16475.95,3428.08,3576.80,8660.82,16518.92,3428.08,3576.80,8660.82
384,0849_adder_dcop_05.mtx,1813,1813,11097,63432,206525,1847009,59109,24.41,65063,22.18,49231,29.31,22206.32,8269.33,9599.02,0.00,73053,39.50,100393,28.75,63161,45.69,22206.32,9356.46,10179.55,0.00,44497,455,296,83,13778,36657,952,27427,27,0,34300,840,150,164,13777,43339,1324,376,1122,26892,43172,2305,54877,39,0,32883,1571,1170,1715,25822,186168,276667,1847009,521852,170127,2357496,213116,304994,1841459,296724,276667,1847009,521852,288614,2357496,218792,517692,1841459,102322,11697,1732990,0,0,109610,152634,2095252,0,0,63181,25414,18828,96984,1637052,102442,1744567,0,0,0,109610,152634,2095252,0,0,63181,25414,18828,96984,1637052,2259574.40,128174.72,229475.15,1801664.67,2272805.44,100152.09,316337.85,1325866.57
385,2677_crankseg_2.mtx,63838,63838,14148858,18752764,203467612,3722717858,113874800,25.54,102165216,28.47,47966159,60.63,31466125.67,17011132.35,13421626.66,0.00,147766969,39.36,148898432,39.07,72907160,79.78,31466125.67,19244518.82,14564147.21,0.00,40999109,31161171,26532982,11106712,4074826,31443451,28786908,26102228,10879064,4953565,5753582,5995643,9317735,6508036,20391163,35718515,30294825,40318625,22961337,18473667,32643616,33308326,45198310,21582899,16165281,3466734,4309869,8145053,7346480,49639024,565590924,738419042,3722717858,1143986246,684086812,2502357925,954175417,1053678540,1440907482,738419042,738419042,3722717858,1143986246,944673240,2502357925,1187727494,1249448754,1440907482,1102244173,1237069798,1383403887,0,0,124141024,1812544676,565672225,0,0,29666976,164879750,290955098,363393740,592011918,1577694680,2145023178,0,0,0,124141024,1812544676,565672225,0,0,29666976,164879750,290955098,363393740,592011918,1814333539.60,495576367.05,553634166.64,1127676037.81,2046478112.13,505792315.13,534681687.57,996490037.36
386,1402_ex3.mtx,1821,1821,52685,9496,130314,1763395,60448,22.79,52253,26.37,27885,49.40,15670.12,8913.58,7198.89,0.00,74699,36.89,75936,36.28,37818,72.86,15670.12,10172.22,7702.11,0.00,28799,13203,12056,4740,1650,23238,11577,10730,4230,2478,5983,4348,5971,3543,8040,22072,18716,15812,9484,8615,20812,21455,18809,7524,7336,3110,3503,5137,4191,21877,287932,357853,1763395,541572,397958,1098439,479595,557842,835897,357853,357853,1763395,541572,544421,1098439,581752,644768,835897,603896,578833,580666,0,0,57450,865857,175132,0,0,27277,147406,218426,91712,351076,826009,937386,0,0,0,57450,865857,175132,0,0,27277,147406,218426,91712,351076,770385.47,249143.19,295840.93,678221.75,859790.74,256001.30,286745.95,600425.86
387,2590_Ga3As3H12.mtx,61349,61349,5970947,31551517,194559824,3677546507,182028958,15.78,132238510,21.73,63703866,45.10,33777539.75,17016673.91,13443863.86,0.00,213348220,26.93,172500008,33.31,86250421,66.62,33777539.75,18657860.87,14459559.77,0.00,107703747,32353397,33159045,8716324,96445,56851399,32603088,31659439,11006768,117816,17841717,9404687,11754823,7323749,17378890,107135162,31186792,36573416,19361724,19091126,57085832,36645276,43507851,21540590,13720459,12205116,7715516,11974216,9235362,45120211,721688665,858019313,3677546507,1251423823,752581481,2609296271,967282841,1025073719,1401523006,858019313,858019313,3677546507,1251423823,949978511,2609296271,1166530108,1211615521,1401523006,1442717059,1552094531,682734917,0,0,307742678,1799807862,501745731,0,0,46798245,180025650,274312495,370835998,529550618,1762492545,1915053962,0,0,0,307742678,1799807862,501745731,0,0,46798245,180025650,274312495,370835998,529550618,1713197439.57,440899688.80,470995833.80,1004455024.85,2111215144.82,456162390.83,475638320.91,927791547.73
388,2432_mario002.mtx,389874,389874,2101242,5499397,11698068,12829364,6793132,1.48,4341617,2.31,4630241,2.16,267878.23,275800.11,154340.63,0.00,6793132,2.95,4827650,4.15,4632725,4.33,267878.23,278663.43,154488.43,0.00,6790571,2561,0,0,0,4252149,46067,30180,12297,924,4539483,65986,21234,3431,107,6614286,176285,2561,0,0,4609767,120019,69414,25586,2864,4396067,145290,66818,15344,9206,9135737,9135737,12829364,9153664,9392182,19167833,14731828,14815708,11191942,9135737,9135737,12829364,9153664,9795201,19167833,14757415,14846751,11191942,12829364,0,0,0,0,11343778,6988434,835621,0,0,7493236,2130107,1028840,485549,54210,12829364,0,0,0,0,11343778,6988434,835621,0,0,7493236,2130107,1028840,485549,54210,8887777.60,2548465.85,2579765.94,5971654.99,10778061.48,2553187.99,2585419.94,5967191.01
389,0553_fs_541_4.mtx,541,541,4285,3207,10809,31399,18746,1.31,3597,6.82,3884,6.32,692.04,436.39,313.07,0.00,18746,2.62,4787,10.25,3885,12.63,692.04,441.50,314.52,0.00,18686,60,0,0,0,3305,197,55,5,35,3505,274,87,17,1,18438,248,60,0,0,4168,411,129,16,63,2909,596,269,71,40,23899,23363,31399,24399,25726,51222,27191,28044,29551,23899,23363,31399,24399,26231,51222,27492,28287,29551,31399,0,0,0,0,35784,7937,7501,0,0,10976,10239,4040,3204,1092,31399,0,0,0,0,35784,7937,7501,0,0,10976,10239,4040,3204,1092,37279.03,7974.55,8153.94,19506.04,43361.94,8127.42,8296.96,19567.22
390,1772_ca-CondMat.mtx,23133,23133,186936,6414354,6954732,4127524,3785464,0.85,3748755,0.86,3756870,0.86,109588.95,80272.13,50659.52,0.00,3785812,1.70,3815085,1.69,3756871,1.72,109588.95,80650.17,50659.62,0.00,3785312,124,25,3,0,3748488,223,43,1,0,3756577,251,40,2,0,3784813,881,96,13,9,3814315,613,142,15,0,3755008,1568,253,31,11,3945889,3946327,4127524,3949026,3951875,8029586,4038843,4039016,4117731,3946327,3946327,4127524,3949026,4017146,8029586,4038869,4039032,4117731,4126173,1103,248,0,0,7538720,457413,33453,0,0,4081010,32939,2971,651,160,4126509,1015,0,0,0,7538720,457413,33453,0,0,4081010,32939,2971,651,160,2098327.96,382718.27,382787.27,1545245.66,2915852.52,382727.12,382792.02,1545228.83
391,1228_bcsstk11.mtx,1473,1473,34241,4831,44529,862795,34524,19.52,27999,24.07,12181,55.34,7794.82,5188.75,3596.04,0.00,43139,31.25,37848,35.62,17807,75.71,7794.82,5451.17,3871.31,0.00,17521,6802,6985,3216,0,13312,6129,3918,2759,1881,2083,1371,2572,1733,4422,20393,5998,6996,4034,5718,12704,7265,7676,4508,5695,1456,1128,1969,1659,11595,152338,191445,862795,285874,282121,643889,249349,271912,356112,191445,191445,862795,285874,319758,643889,304586,320095,356112,298273,329277,235245,0,0,68428,338540,236921,0,0,6835,33902,58593,98408,158374,350499,512296,0,0,0,68428,338540,236921,0,0,6835,33902,58593,98408,158374,472796.53,131062.11,144945.15,276314.43,537814.57,133633.90,141279.19,248818.00
392,1982_viscoplastic2.mtx,32769,32769,381326,725763,6513369,10686943,2213902,3.77,1076912,7.75,1194557,6.99,177725.64,106681.74,88509.34,0.00,2213902,7.54,1548384,10.78,1194557,13.98,177725.64,116315.27,88509.34,0.00,2116452,85162,12288,0,0,859820,173412,43347,333,0,996697,170269,27591,0,0,1860762,255690,85162,12288,0,1094064,339139,112928,2253,0,735467,261230,170269,24780,2811,3947765,5323861,10686943,4714433,5482704,14230755,5939186,8449746,10254770,3947765,5323861,10686943,4714433,6942798,14230755,5939186,8449746,10254770,10190434,496509,0,0,0,2561616,5286804,6382335,0,0,3698407,3614046,2315598,565003,61716,10190434,496509,0,0,0,2561616,5286804,6382335,0,0,3698407,3614046,2315598,565003,61716,8464170.82,1597047.75,2586335.13,8101843.89,9290289.94,1597047.75,2586335.13,8101843.89
393,2725_gsm_106857.mtx,589446,589446,21758924,467546587,1031782124,947250936,442039604,1.67,325871584,2.27,331890790,2.23,19258051.24,17482975.28,9330980.99,0.00,442248740,3.35,364161732,4.06,331920520,4.46,19258051.24,17795470.36,9332654.37,0.00,440824578,1058424,147338,9218,46,321563267,3454905,744714,99692,9006,328015187,3253958,572088,43792,5765,432512332,8569452,1021218,102682,43056,350731608,10523006,2505505,344742,56871,315024738,13002792,3262307,465536,165147,637230304,637654664,947250936,648725304,655884928,1423836912,860920284,863187388,864674500,637654664,637654664,947250936,648725304,699818494,1423836912,861183145,863559260,864674500,940344160,6203638,703138,0,0,769936816,506269320,147630776,0,0,579269002,192200574,69732111,19409511,4063302,940935682,6315254,0,0,0,769936816,506269320,147630776,0,0,579269002,192200574,69732111,19409511,4063302,574988988.43,143075416.48,143902149.15,454195499.92,727759375.22,143111447.78,143983217.20,453991098.61
394,2404_Zd_Jac3.mtx,22835,22835,1916152,1232771,15655314,159016954,6843098,18.15,6601515,18.82,3117613,39.85,1525943.26,917411.24,724568.60,0.00,8684295,28.61,9400814,26.43,3986665,62.32,1525943.26,1017615.58,773241.85,0.00,4579403,891556,702975,293157,376007,3958408,1152316,950370,306960,233461,1101220,488882,529047,272695,725769,4515822,1398373,1183054,607602,979444,4431238,1921640,1797029,656603,594304,676181,481305,548239,359770,1921170,27039013,39827166,159016954,51438073,44522243,137680600,54121961,64907470,86313377,34452134,39827166,159016954,51438073,57538101,137680600,64636899,72631838,86313377,54255627,34987443,69773884,0,0,9209896,61468833,67001871,0,0,4480284,15987473,20649404,19119041,26077175,72739945,86277009,0,0,0,9209896,61468833,67001871,0,0,4480284,15987473,20649404,19119041,26077175,99664286.72,28003141.39,34507128.76,72856443.74,109166564.10,29231071.14,33348998.03,65738601.49
395,2549_TSOPF_RS_b678_c1.mtx,18696,18696,4396289,294936,3524581,34651853,3510140,7.71,1080098,25.06,578851,46.77,609439.62,361777.93,303935.62,0.00,4558360,11.88,1909995,28.35,674375,80.29,609439.62,372957.67,303734.89,0.00,3510122,17,1,0,0,149468,667506,263101,22,1,60599,80051,338523,7166,92512,4557794,548,17,1,0,244900,1201857,463173,61,4,42288,18830,82476,131818,398963,18611802,19542118,34651853,21788878,18470616,47945614,23158074,22406920,34649608,19660022,19542118,34651853,21788878,19551794,47945614,23047454,22414319,34649608,34651817,36,0,0,0,945246,25697368,21303000,0,0,156548,762897,16216707,1822844,15690612,34651817,36,0,0,0,945246,25697368,21303000,0,0,156548,762897,16216707,1822844,15690612,43408326.13,16760382.61,16551941.62,31710766.29,45741517.03,14905488.38,14592082.48,28209255.16
396,2024_helm3d01.mtx,32226,32226,428444,2989295,6293799,6943742,2984970,1.82,2397177,2.26,2421952,2.24,137850.07,122835.50,71120.19,0.00,2994650,3.62,2647052,4.10,2422874,4.48,137850.07,125455.87,71164.09,0.00,2973379,7871,2743,814,163,2365037,22033,8456,1542,109,2390754,24157,5602,1021,418,2914013,69787,7535,1713,1602,2548059,72121,22682,3686,504,2296737,94160,24447,4338,3192,4456439,4476514,6943742,4570625,4609131,10427553,6447408,6484532,6509237,4476514,4476514,6943742,4570625,5005310,10427553,6452193,6496219,6509237,6741215,120141,82386,0,0,5261862,3727964,1437727,0,0,4235751,1465987,500289,173038,134172,6780836,162906,0,0,0,5261862,3727964,1437727,0,0,4235751,1465987,500289,173038,134172,4305599.11,1083185.53,1099629.92,3550733.00,5407641.08,1083198.92,1103283.14,3532522.26
397,0887_adder_dcop_29.mtx,1813,1813,11246,64442,208557,1848518,59740,24.17,65528,22.04,49753,29.03,22234.95,8301.82,9614.09,0.00,73684,39.20,100943,28.61,63683,45.35,22234.95,9389.72,10194.63,0.00,45128,455,296,83,13778,37119,952,27430,27,0,34817,843,152,164,13777,43960,1334,376,1122,26892,43712,2311,54881,39,0,33393,1578,1173,1717,25822,187260,277557,1848518,522944,171058,2359396,214622,306268,1842705,297816,277557,1848518,522944,289679,2359396,220298,518966,1842705,103831,11697,1732990,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,103951,1744567,0,0,0,110704,153421,2095271,0,0,64249,25549,18871,96984,1637052,2260284.31,128402.86,229669.16,1802272.98,2273693.05,100380.24,316531.85,1326474.89
398,1810_s3rmt3m3.mtx,5357,5357,207695,18507,244232,8319359,200464,32.42,169164,38.42,82843,78.46,66097.29,34311.67,29553.73,0.00,279658,46.48,235640,55.16,142486,91.23,66097.29,37803.57,31536.62,0.00,55493,48504,54397,34339,7731,37524,34039,56813,24676,16112,5227,4510,10833,8301,53972,49382,66116,72164,40260,51736,27356,46184,58541,44781,58778,2068,4193,8521,7556,120148,1088803,1515848,8319359,2398569,1497253,4679136,1995287,2224599,2642924,1515848,1515848,8319359,2398569,1890938,4679136,2439894,2520170,2642924,1842788,2654598,3821973,0,0,97508,4285084,296544,0,0,8287,97252,503142,202099,1832144,3312289,5007070,0,0,0,97508,4285084,296544,0,0,8287,97252,503142,202099,1832144,3571508.02,1061526.11,1190400.31,1846271.85,4107557.20,1012075.63,1048605.90,1565609.37
399,0722_lshp1009.mtx,1009,1009,6865,3038,15881,47075,8104,4.54,3876,9.49,4192,8.77,668.78,541.20,381.87,0.00,8104,9.08,5108,14.40,4232,17.38,668.78,559.62,386.40,0.00,7703,307,94,0,0,3093,409,248,43,83,3357,501,258,41,35,6454,1249,307,22,72,3530,723,545,144,166,2610,746,528,165,183,18346,18346,47075,21151,25710,51315,31143,32166,36194,18346,18346,47075,21151,28957,51315,31845,33170,36194,42755,4320,0,0,0,7906,24243,19166,0,0,9536,8796,8030,6454,3378,42755,4320,0,0,0,7906,24243,19166,0,0,9536,8796,8030,6454,3378,34771.71,9934.82,10421.63,26408.47,38680.20,10094.89,10820.27,26145.22
400,0526_ck656.mtx,656,656,3884,767,4050,28309,3876,5.71,1107,19.98,1295,17.08,359.34,256.30,185.08,0.00,3876,11.41,1437,30.78,1339,33.03,359.34,262.39,184.60,0.00,3670,102,104,0,0,650,245,108,72,32,866,260,45,92,32,2789,881,102,104,0,591,362,254,94,136,565,305,218,36,215,9818,9748,28309,10866,13697,21149,13937,13707,18074,9818,9748,28309,10866,14622,21149,13339,14106,18074,24565,3744,0,0,0,2370,17457,1322,0,0,3366,3996,10712,0,0,24565,3744,0,0,0,2370,17457,1322,0,0,3366,3996,10712,0,0,14930.76,5555.05,5368.47,12976.10,17470.95,4918.19,5271.16,12206.84
401,2541_offshore.mtx,259789,259789,4242673,45527121,124640260,71342515,38401226,1.45,30858218,1.81,33881453,1.65,1510352.11,1532412.14,780809.63,0.00,38401921,2.90,36294378,3.07,33881915,3.29,1510352.11,1578211.11,780859.12,0.00,38359689,35913,5524,99,1,30542921,247628,57748,9032,889,33771499,98806,10384,639,125,37840098,520398,35822,4363,1240,35536787,584258,149067,21650,2616,33143729,627925,98913,8841,2507,51192581,51194350,71342515,51521951,53110357,109640961,70250083,71037116,69478725,51194350,51194350,71342515,51521951,61270876,109640961,70257789,71048155,69478725,71116128,218703,7684,0,0,65915034,37483875,6242052,0,0,65118394,3479841,740668,127992,11830,71118413,224102,0,0,0,65915034,37483875,6242052,0,0,65118394,3479841,740668,127992,11830,40395375.16,10582006.41,10804970.51,39816998.59,48743815.79,10584494.21,10808791.01,39814244.29
402,1536_c-40.mtx,9941,9941,81501,160108,1495964,20050201,721062,21.72,401045,39.06,301752,51.91,197248.99,87455.74,84182.97,0.00,886879,35.32,625617,50.08,434855,72.04,197248.99,98628.54,88127.63,0.00,495119,40518,72528,29053,83844,164687,47540,74880,24513,89425,95147,38047,30679,16085,121794,443756,109439,72097,55837,205750,161467,85070,140785,50512,187783,72907,28175,43257,15361,275155,2715401,3720999,20050201,6021775,2916774,12584185,3628370,5443628,11113852,3720999,3720999,20050201,6021775,4185070,12584185,4427847,6101757,11113852,3413083,3488512,13148606,0,0,956894,9199778,2427513,0,0,289857,1079144,454919,1359880,7930052,4696669,15353532,0,0,0,956894,9199778,2427513,0,0,289857,1079144,454919,1359880,7930052,11251996.13,1990568.98,3269775.04,8905243.38,11591518.36,2017662.63,2915077.56,7084008.76
403,1886_chipcool0.mtx,20082,20082,281150,5128790,11123713,4081718,3294895,0.97,2447023,1.30,2574006,1.24,102295.37,119409.14,51231.47,0.00,3294895,1.94,2825099,2.26,2574041,2.48,102295.37,120798.16,51234.09,0.00,3294574,244,77,0,0,2443347,2859,707,61,49,2571970,1722,253,41,20,3290230,4344,244,56,21,2814616,8343,1844,192,104,2562100,9874,1731,191,145,3642488,3642488,4081718,3645615,3661010,7404242,4567454,4572889,4014361,3642488,3642488,4081718,3645615,3830462,7404242,4567802,4573525,4014361,4078673,3045,0,0,0,6199826,1156124,48292,0,0,3866313,114791,25318,6301,1638,4078673,3045,0,0,0,6199826,1156124,48292,0,0,3866313,114791,25318,6301,1638,2525406.31,583775.75,585362.81,1918165.21,3149299.29,583787.68,585519.63,1917959.21
404,2167_pf2177(0).mtx,9728,9728,725144,24999862,108982636,64518890,43099944,1.17,19236286,2.62,23351550,2.16,1503450.63,1259957.25,709601.09,0.00,43115216,2.34,24627629,4.09,23358612,4.32,1503450.63,1291503.85,709794.09,0.00,42984371,91430,19532,3514,1097,18950647,252129,31448,2015,47,23214224,103480,25691,6976,1179,42818332,178061,93237,22062,3524,23886683,606250,128452,5559,685,22691148,527412,104877,18646,16529,51434722,51488684,64518890,52190249,51607302,111749525,69181238,69587009,64325008,51488684,51488684,64518890,52190249,56415119,111749525,69210403,69631656,64325008,63280528,820615,417747,0,0,79177060,27111907,5460558,0,0,55785672,4963990,1228115,1263343,1083888,63427374,1091516,0,0,0,79177060,27111907,5460558,0,0,55785672,4963990,1228115,1263343,1083888,54309774.44,11520495.68,11631783.59,39241371.44,64720666.30,11521332.68,11640478.45,39125417.99
